Data,Consum[MW],Medie Consum[MW],Productie[MW],Carbune[MW],Hidrocarburi[MW],Ape[MW],Nuclear[MW],Eolian[MW],Foto[MW],Biomasa[MW],Sold[MW]
2023-12-29 19:13:53,7019,6974,7275,1011,1721,2823,1339,337,0,45,-256
2023-12-29 19:04:23,7008,6974,7265,1016,1725,2824,1336,320,0,44,-257
2023-12-29 18:54:23,7021,7065,7300,1010,1717,2882,1337,309,0,46,-279
2023-12-29 18:44:23,7001,7065,7332,1010,1724,2914,1336,303,0,46,-330
2023-12-29 18:34:33,7057,7065,7290,1012,1712,2911,1338,273,0,46,-233
2023-12-29 18:24:43,7092,7065,7271,1010,1722,2913,1341,239,-1,46,-178
2023-12-29 18:14:53,7081,7065,7235,1016,1709,2915,1336,215,0,46,-154
2023-12-29 18:05:23,7117,7065,7160,1006,1721,2866,1331,191,0,45,-44
2023-12-29 17:55:23,7105,7030,7035,1026,1726,2741,1317,177,0,45,70
2023-12-29 17:45:23,7049,7030,7042,1027,1734,2754,1316,163,0,45,7
2023-12-29 17:35:33,7081,7030,7008,1024,1718,2722,1331,167,0,45,73
2023-12-29 17:35:33,7081,7030,7008,1024,1718,2722,1331,167,0,45,73
2023-12-29 17:25:43,7012,7030,6973,1011,1706,2703,1341,167,0,45,39
2023-12-29 17:15:53,6951,7030,6925,1008,1696,2677,1336,163,0,45,26
2023-12-29 17:06:23,6922,7030,6945,1025,1694,2677,1337,166,0,45,-22
2023-12-29 16:56:23,6789,6526,7103,1021,1723,2794,1341,179,0,45,-314
2023-12-29 16:46:23,6670,6526,7026,1017,1701,2729,1343,190,1,45,-356
2023-12-29 16:36:33,6530,6526,6975,1005,1682,2711,1335,192,5,45,-444
2023-12-29 16:26:43,6498,6526,6990,1006,1677,2686,1337,189,49,45,-493
2023-12-29 16:16:53,6423,6526,6905,995,1660,2656,1354,158,38,44,-482
2023-12-29 16:06:23,6326,6526,6961,1005,1675,2674,1363,141,58,45,-635
2023-12-29 15:56:23,6295,6149,7076,1029,1698,2724,1361,121,95,45,-781
2023-12-29 15:46:24,6222,6149,7059,1030,1699,2673,1364,117,130,45,-837
2023-12-29 15:36:34,6223,6149,7016,1015,1688,2637,1360,112,160,44,-793
2023-12-29 15:26:44,6100,6149,7032,997,1688,2629,1360,117,197,44,-932
2023-12-29 15:16:23,6065,6149,6999,966,1661,2609,1348,121,250,44,-934
2023-12-29 15:06:23,6023,6149,6933,927,1651,2552,1335,119,305,45,-909
2023-12-29 14:56:23,5967,5867,6200,885,1728,1728,1336,125,354,45,-234
2023-12-29 14:46:25,5915,5867,6108,864,1689,1645,1321,139,406,44,-194
2023-12-29 14:36:35,5884,5867,6102,865,1679,1630,1307,155,420,45,-218
2023-12-29 14:26:45,5837,5867,6091,848,1671,1615,1309,164,439,45,-254
2023-12-29 14:16:23,5797,5867,6106,836,1649,1578,1312,188,497,46,-309
2023-12-29 14:06:23,5809,5867,6099,829,1639,1538,1315,208,519,46,-291
2023-12-29 13:56:23,5833,5820,6144,852,1672,1467,1309,252,548,44,-311
2023-12-29 13:46:26,5825,5820,6217,849,1668,1458,1335,307,554,45,-392
2023-12-29 13:36:36,5832,5820,6232,840,1659,1441,1338,320,589,45,-400
2023-12-29 13:26:46,5825,5820,6229,826,1640,1405,1342,370,601,44,-404
2023-12-29 13:16:23,5827,5820,6265,834,1644,1422,1344,357,618,46,-438
2023-12-29 13:06:23,5800,5820,6275,843,1647,1433,1322,338,647,45,-475
2023-12-29 12:56:23,5841,5803,6735,850,1669,1840,1294,360,675,45,-893
2023-12-29 12:46:27,5771,5803,6735,862,1661,1846,1271,379,670,45,-964
2023-12-29 12:36:37,5825,5803,6716,853,1672,1836,1272,374,663,45,-891
2023-12-29 12:26:47,5795,5803,6670,851,1661,1834,1270,352,657,44,-874
2023-12-29 12:16:23,5815,5803,6734,861,1671,1838,1270,393,656,45,-919
2023-12-29 12:06:23,5793,5803,6787,848,1666,1841,1275,451,655,45,-994
2023-12-29 11:56:23,5826,5934,7102,846,1653,2141,1268,491,658,45,-1276
2023-12-29 11:46:28,5876,5934,7170,843,1645,2145,1285,545,663,45,-1294
2023-12-29 11:36:38,5878,5934,7213,825,1637,2130,1318,631,628,44,-1336
2023-12-29 11:26:48,5952,5934,7247,830,1631,2121,1329,669,621,44,-1295
2023-12-29 11:16:23,5986,5934,7296,838,1630,2135,1343,705,602,44,-1311
2023-12-29 11:06:23,6022,5934,7358,834,1642,2144,1377,709,608,45,-1336
2023-12-29 10:56:23,6023,6174,7661,845,1654,2459,1374,734,550,45,-1638
2023-12-29 10:46:29,6100,6174,7736,855,1660,2459,1375,820,523,45,-1636
2023-12-29 10:36:39,6170,6174,7832,842,1654,2471,1377,933,511,45,-1662
2023-12-29 10:26:49,6195,6174,7970,822,1609,2593,1369,1046,485,45,-1774
2023-12-29 10:16:21,6223,6174,8130,843,1637,2643,1346,1158,458,44,-1906
2023-12-29 10:06:22,6268,6174,8124,851,1664,2582,1339,1225,418,44,-1856
2023-12-29 09:56:21,6320,6391,8262,852,1661,2700,1338,1301,366,45,-1942
2023-12-29 09:46:30,6365,6391,8267,860,1658,2681,1336,1365,322,45,-1902
2023-12-29 09:36:16,6416,6391,8274,850,1657,2682,1336,1420,285,44,-1858
2023-12-29 09:17:26,6403,6391,8243,851,1652,2639,1344,1514,198,45,-1839
2023-12-29 09:07:26,6400,6391,8231,859,1656,2620,1356,1529,169,43,-1832
2023-12-29 09:00:00,6404,6391,8162,859,1666,2540,1350,1550,153,44,-1758
2023-12-29 08:50:00,6375,6288,7780,856,1664,2182,1358,1571,105,44,-1405
2023-12-29 08:40:00,6319,6288,7774,858,1665,2178,1379,1590,61,43,-1455
2023-12-29 08:30:00,6317,6288,7755,847,1662,2131,1394,1640,37,44,-1438
2023-12-29 08:20:00,6242,6288,7694,841,1650,2041,1390,1710,17,45,-1452
2023-12-29 08:10:00,6186,6288,7634,825,1614,1966,1391,1779,7,45,-1448
2023-12-29 08:00:00,6098,6288,7561,861,1652,1777,1394,1831,1,45,-1463
2023-12-29 07:50:00,6070,5921,7378,848,1656,1612,1393,1824,0,45,-1308
2023-12-29 07:40:00,5954,5921,7330,841,1659,1594,1395,1796,0,45,-1376
2023-12-29 07:30:00,5892,5921,7256,830,1624,1545,1391,1822,0,44,-1364
2023-12-29 07:20:00,5863,5921,7210,816,1590,1498,1396,1869,0,41,-1347
2023-12-29 07:10:00,5834,5921,7129,803,1568,1477,1394,1842,0,45,-1295
2023-12-29 07:00:00,5705,5921,7124,840,1612,1400,1392,1835,0,45,-1419
2023-12-29 06:50:00,5567,5468,7062,849,1628,1266,1395,1879,0,45,-1495
2023-12-29 06:40:00,5514,5468,7081,850,1646,1298,1395,1847,0,45,-1567
2023-12-29 06:30:00,5436,5468,7000,836,1608,1254,1394,1863,0,45,-1564
2023-12-29 06:20:00,5400,5468,6883,826,1592,1231,1396,1793,0,45,-1483
2023-12-29 06:10:00,5345,5468,6992,849,1635,1291,1394,1771,0,45,-1647
2023-12-29 06:00:00,5303,5468,6841,830,1600,1234,1394,1739,0,44,-1538
2023-12-29 05:50:00,5203,5160,6809,832,1593,1216,1393,1731,0,44,-1606
2023-12-29 05:40:00,5179,5160,6946,846,1642,1284,1395,1734,0,45,-1767
2023-12-29 05:30:00,5130,5160,6793,827,1599,1222,1396,1703,0,46,-1663
2023-12-29 05:20:00,5142,5160,6834,839,1615,1239,1397,1699,0,45,-1692
2023-12-29 05:10:00,5100,5160,6730,814,1593,1200,1395,1685,0,43,-1630
2023-12-29 05:00:00,5044,5160,6625,802,1555,1160,1393,1670,0,45,-1581
2023-12-29 04:50:00,5060,5014,6652,802,1564,1161,1393,1687,0,45,-1592
2023-12-29 04:40:00,5002,5014,6618,806,1558,1163,1391,1655,0,45,-1616
2023-12-29 04:30:00,5000,5014,6564,802,1557,1159,1394,1606,0,46,-1564
2023-12-29 04:20:00,5009,5014,6585,807,1575,1177,1398,1584,0,44,-1576
2023-12-29 04:10:00,5032,5014,6597,813,1582,1191,1393,1568,0,45,-1565
2023-12-29 04:00:00,4997,5014,6584,799,1566,1234,1397,1543,0,45,-1587
2023-12-29 03:50:00,4963,4975,6521,802,1569,1239,1394,1471,0,46,-1558
2023-12-29 03:40:00,4975,4975,6546,827,1593,1270,1395,1416,0,45,-1571
2023-12-29 03:30:00,4949,4975,6669,848,1644,1358,1394,1380,0,45,-1720
2023-12-29 03:20:00,4992,4975,6642,849,1644,1360,1393,1351,0,45,-1650
2023-12-29 03:10:00,4977,4975,6701,901,1643,1354,1391,1368,0,44,-1724
2023-12-29 03:00:00,4999,4975,6662,942,1636,1334,1396,1309,0,45,-1663
2023-12-29 02:50:00,5029,5044,6456,962,1582,1254,1394,1218,0,46,-1427
2023-12-29 02:40:00,5036,5044,6398,972,1576,1258,1390,1156,0,46,-1362
2023-12-29 02:30:00,5039,5044,6427,986,1611,1317,1395,1073,0,45,-1388
2023-12-29 02:20:00,5092,5044,6427,993,1639,1362,1393,996,0,44,-1335
2023-12-29 02:10:00,5075,5044,6400,999,1665,1382,1394,916,0,44,-1325
2023-12-29 02:00:00,5068,5044,6275,987,1624,1327,1394,899,0,44,-1207
2023-12-29 01:50:00,5073,5138,6253,992,1616,1322,1393,887,0,43,-1180
2023-12-29 01:40:00,5101,5138,6277,1006,1639,1358,1393,837,0,44,-1176
2023-12-29 01:30:00,5117,5138,6290,1016,1666,1387,1390,787,0,44,-1173
2023-12-29 01:20:00,5157,5138,6259,1020,1672,1409,1379,735,0,43,-1102
2023-12-29 01:10:00,5183,5138,6301,1012,1700,1443,1377,725,0,43,-1118
2023-12-29 01:00:00,5236,5138,6384,994,1676,1555,1383,732,0,44,-1148
2023-12-29 00:50:00,5236,5354,6542,1010,1708,1689,1383,707,0,45,-1306
2023-12-29 00:40:00,5288,5354,6522,1009,1713,1713,1379,664,0,44,-1234
2023-12-29 00:30:00,5307,5354,6520,1003,1718,1729,1377,648,0,45,-1213
2023-12-29 00:20:00,5404,5354,6546,1003,1721,1732,1378,667,0,45,-1142
2023-12-29 00:10:00,5460,5354,6683,1022,1755,1787,1379,695,0,45,-1223
2023-12-29 00:00:00,5574,5354,6928,1005,1672,2117,1382,707,0,45,-1354
2023-12-28 23:50:00,5544,5693,7303,1003,1724,2429,1382,721,0,44,-1759
2023-12-28 23:40:00,5647,5693,7338,1003,1726,2437,1383,744,0,45,-1691
2023-12-28 23:30:00,5696,5693,7363,1004,1726,2440,1380,769,0,44,-1667
2023-12-28 23:20:00,5723,5693,7454,1022,1745,2479,1376,786,0,44,-1731
2023-12-28 23:10:00,5849,5693,7561,1038,1775,2531,1380,790,0,44,-1712
2023-12-28 23:00:00,5875,5693,7429,998,1732,2466,1382,809,0,42,-1554
2023-12-28 22:50:00,5898,6096,7429,998,1724,2463,1377,825,0,42,-1531
2023-12-28 22:40:00,6016,6096,7481,1003,1734,2472,1378,852,0,42,-1465
2023-12-28 22:30:00,6060,6096,7518,1000,1735,2480,1376,885,0,42,-1458
2023-12-28 22:20:00,6176,6096,7639,1021,1766,2529,1375,906,0,42,-1463
2023-12-28 22:10:00,6248,6096,7641,1017,1773,2534,1377,896,0,42,-1393
2023-12-28 22:00:00,6349,6096,7601,986,1718,2569,1377,909,0,42,-1252
2023-12-28 21:50:00,6446,6541,7618,978,1710,2575,1375,938,0,42,-1172
2023-12-28 21:40:00,6452,6541,7656,982,1702,2587,1378,965,0,42,-1204
2023-12-28 21:30:00,6573,6541,7727,996,1715,2593,1379,1001,0,43,-1154
2023-12-28 21:20:00,6606,6541,7799,1005,1744,2624,1369,1014,0,43,-1193
2023-12-28 21:10:00,6642,6541,7832,1004,1739,2639,1373,1034,0,43,-1190
2023-12-28 21:00:00,6698,6541,7900,1005,1744,2731,1373,1003,0,44,-1202
2023-12-28 20:50:00,6802,6890,7922,1016,1747,2756,1374,985,0,44,-1120
2023-12-28 20:40:00,6827,6890,7868,1004,1739,2719,1370,992,0,44,-1041
2023-12-28 20:30:00,6896,6890,7861,1000,1745,2721,1369,984,0,42,-965
2023-12-28 20:20:00,6988,6890,7874,1005,1747,2736,1374,967,0,45,-886
2023-12-28 20:10:00,6984,6890,7862,1008,1748,2749,1375,938,0,44,-878
2023-12-28 20:00:00,6997,6890,7900,1002,1748,2813,1364,929,0,44,-903
2023-12-28 19:50:00,7066,7083,7878,998,1753,2816,1362,905,0,44,-812
2023-12-28 19:40:00,7042,7083,7892,998,1759,2826,1358,907,0,44,-850
2023-12-28 19:30:00,7094,7083,7892,1001,1759,2837,1362,890,0,43,-798
2023-12-28 19:20:00,7112,7083,8011,999,1766,2957,1364,883,0,42,-899
2023-12-28 19:10:00,7124,7083,8036,1003,1774,2954,1362,900,0,43,-912
2023-12-28 19:00:00,7143,7083,8011,998,1759,2947,1363,902,0,42,-868
2023-12-28 18:50:00,7165,7206,8015,1000,1771,2957,1362,880,0,45,-850
2023-12-28 18:40:00,7210,7206,7984,1007,1766,2951,1359,855,0,46,-774
2023-12-28 18:30:00,7206,7206,8049,1036,1786,3001,1361,820,0,45,-843
2023-12-28 18:20:00,7226,7206,7965,1045,1810,2922,1360,783,0,45,-739
2023-12-28 18:10:00,7228,7206,7980,1051,1808,2939,1350,788,0,44,-752
2023-12-28 18:00:00,7245,7206,7894,1043,1810,2854,1350,792,0,45,-649
2023-12-28 17:50:00,7247,7153,7897,1042,1809,2856,1360,785,0,45,-650
2023-12-28 17:40:00,7259,7153,7904,1043,1807,2862,1363,783,0,45,-645
2023-12-28 17:30:00,7172,7153,7836,1052,1779,2829,1361,765,0,45,-664
2023-12-28 17:20:00,7136,7153,7767,1006,1781,2809,1361,761,0,45,-631
2023-12-28 17:10:00,7033,7153,7654,1003,1735,2750,1361,760,0,45,-621
2023-12-28 17:00:00,6904,7153,7641,1033,1764,2687,1358,755,0,44,-737
2023-12-28 16:50:00,6797,6635,7426,1030,1774,2471,1357,750,0,44,-629
2023-12-28 16:40:00,6641,6635,7361,1026,1761,2444,1353,730,4,43,-720
2023-12-28 16:30:00,6624,6635,7316,1031,1759,2449,1334,686,15,42,-692
2023-12-28 16:20:00,6544,6635,7180,1005,1723,2376,1333,669,33,41,-636
2023-12-28 16:10:24,6482,6635,7181,1001,1712,2356,1339,666,65,41,-699
2023-12-28 16:00:34,6444,6635,7163,943,1723,2372,1334,649,99,42,-718
2023-12-28 15:50:44,6366,6268,7115,880,1743,2347,1340,625,135,42,-749
2023-12-28 15:40:20,6308,6268,7112,863,1727,2318,1375,610,177,41,-803
2023-12-28 15:30:20,6234,6268,7063,865,1725,2247,1369,608,207,40,-829
2023-12-28 15:20:20,6205,6268,6960,854,1708,2135,1365,607,252,41,-755
2023-12-28 15:10:25,6187,6268,7013,852,1713,2139,1363,602,305,39,-826
2023-12-28 15:00:35,6136,6268,7064,849,1707,2122,1355,631,362,36,-928
2023-12-28 14:50:45,6078,6039,7141,859,1710,2140,1341,634,419,38,-1062
2023-12-28 14:40:20,6044,6039,7194,847,1711,2127,1342,659,470,37,-1150
2023-12-28 14:30:06,6040,6039,7170,851,1710,2074,1340,658,502,35,-1130
2023-12-28 14:20:20,6015,6039,7186,852,1707,2035,1343,687,529,34,-1171
2023-12-28 14:10:26,6003,6039,7183,846,1692,2023,1340,674,570,32,-1180
2023-12-28 13:59:58,6005,5981,7284,873,1736,1991,1339,717,593,32,-1279
2023-12-28 13:50:10,5974,5981,7113,857,1708,1809,1340,751,615,33,-1139
2023-12-28 13:40:23,5978,5981,7167,848,1693,1830,1317,773,662,44,-1189
2023-12-28 13:16:21,5962,5981,7103,836,1677,1812,1313,786,636,45,-1141
2023-12-28 13:06:31,5976,5981,7176,827,1657,1853,1328,801,666,44,-1200
2023-12-28 12:56:41,5967,6043,7334,837,1668,1955,1334,829,665,46,-1367
2023-12-28 12:47:11,5990,6043,7403,840,1673,1956,1332,881,677,44,-1413
2023-12-28 12:37:11,6000,6043,7386,835,1675,1959,1333,883,656,44,-1386
2023-12-28 12:27:11,6057,6043,7487,844,1687,1996,1338,883,694,44,-1430
2023-12-28 12:17:21,6097,6043,7491,858,1704,2010,1339,871,667,43,-1395
2023-12-28 12:07:31,6098,6043,7493,860,1708,2015,1332,862,670,44,-1396
2023-12-28 11:58:00,6162,6279,7429,841,1686,1976,1329,883,670,44,-1267
2023-12-28 11:47:11,6192,6279,7444,848,1689,1988,1326,906,641,46,-1252
2023-12-28 11:37:00,6227,6279,7472,858,1700,2012,1339,900,618,45,-1245
2023-12-28 11:27:12,6245,6279,7521,863,1711,2030,1341,926,603,45,-1275
2023-12-28 11:17:22,6294,6279,7573,862,1717,2046,1340,978,586,46,-1279
2023-12-28 11:07:32,6421,6279,7687,875,1741,2087,1344,1052,540,46,-1266
2023-12-28 10:57:11,6473,6562,7731,840,1674,2210,1355,1087,521,45,-1258
2023-12-28 10:47:11,6488,6562,7777,847,1667,2222,1359,1123,516,44,-1289
2023-12-28 10:37:11,6546,6562,7813,856,1694,2247,1348,1123,501,44,-1267
2023-12-28 10:27:13,6606,6562,7847,862,1702,2273,1318,1154,495,44,-1241
2023-12-28 10:17:23,6618,6562,7835,858,1711,2274,1300,1193,455,44,-1217
2023-12-28 10:07:33,6635,6562,7838,851,1709,2263,1291,1248,425,43,-1203
2023-12-28 09:57:11,6668,6708,7636,829,1656,2195,1291,1264,359,41,-968
2023-12-28 09:47:11,6719,6708,7655,834,1648,2182,1293,1321,332,44,-936
2023-12-28 09:37:11,6766,6708,7675,846,1673,2211,1291,1333,278,43,-909
2023-12-28 09:27:01,6770,6708,7706,856,1693,2239,1297,1343,234,44,-936
2023-12-28 09:16:25,6773,6708,7736,865,1712,2270,1303,1353,189,45,-963
2023-12-28 09:06:22,6719,6622,7720,855,1692,2254,1344,1377,152,45,-1000
2023-12-28 08:55:11,6665,6536,7703,845,1672,2242,1384,1401,114,45,-1037
2023-12-28 08:45:11,6672,6536,7647,845,1674,2238,1385,1377,82,45,-975
2023-12-28 08:35:11,6565,6536,7579,850,1677,2241,1384,1331,50,46,-1014
2023-12-28 08:25:17,6509,6536,7593,862,1712,2292,1386,1269,28,45,-1084
2023-12-28 08:15:27,6454,6536,7517,839,1686,2264,1385,1277,14,45,-1063
2023-12-28 08:05:37,6348,6536,7293,822,1633,2129,1388,1265,6,45,-945
2023-12-28 07:55:11,6272,6066,7499,861,1697,2259,1383,1252,1,45,-1228
2023-12-28 07:45:11,6182,6066,7386,848,1692,2231,1383,1188,0,46,-1205
2023-12-28 07:35:11,6088,6066,7279,838,1684,2214,1384,1114,-1,45,-1190
2023-12-28 07:25:18,6040,6066,7144,824,1638,2158,1385,1095,-1,45,-1104
2023-12-28 07:15:28,5972,6066,7083,813,1627,2143,1384,1071,-1,45,-1111
2023-12-28 07:05:38,5863,6066,6997,820,1626,2106,1382,1020,-1,45,-1135
2023-12-28 06:55:11,5701,5547,6741,879,1730,1760,1382,948,-1,44,-1041
2023-12-28 06:45:11,5622,5547,6652,867,1729,1752,1382,878,-1,46,-1030
2023-12-28 06:35:11,5617,5547,6564,860,1719,1738,1387,816,-1,45,-947
2023-12-28 06:25:19,5492,5547,6436,854,1709,1634,1391,804,-1,46,-945
2023-12-28 06:15:29,5447,5547,6384,842,1696,1624,1389,783,-1,46,-937
2023-12-28 06:05:39,5340,5547,6368,847,1695,1620,1385,770,-1,44,-1028
2023-12-28 05:55:11,5287,5168,6319,849,1710,1572,1387,758,-1,45,-1032
2023-12-28 05:45:11,5219,5168,6258,832,1664,1550,1387,782,-1,44,-1039
2023-12-28 05:35:11,5201,5168,6186,817,1657,1518,1390,760,-1,45,-985
2023-12-28 05:25:20,5149,5168,6209,822,1658,1533,1386,766,-1,45,-1060
2023-12-28 05:15:30,5085,5168,6151,822,1646,1505,1386,749,-1,44,-1066
2023-12-28 05:05:40,5073,5168,6197,827,1667,1519,1386,755,-1,45,-1124
2023-12-28 04:56:10,5013,5011,6125,819,1653,1497,1390,723,-1,45,-1112
2023-12-28 04:46:10,5030,5011,6065,816,1648,1497,1384,678,-1,44,-1035
2023-12-28 04:36:10,4989,5011,6043,814,1661,1509,1388,628,-1,44,-1054
2023-12-28 04:26:20,5009,5011,6016,810,1660,1510,1386,607,-1,45,-1007
2023-12-28 04:16:30,4988,5011,6027,818,1666,1511,1387,595,-1,45,-1039
2023-12-28 04:06:40,5016,5011,6090,835,1691,1553,1385,575,-1,45,-1074
2023-12-28 03:57:10,4966,4980,6226,861,1731,1616,1387,589,-1,45,-1260
2023-12-28 03:47:10,4950,4980,6027,821,1677,1529,1388,566,-1,46,-1077
2023-12-28 03:37:10,4983,4980,5978,820,1667,1510,1387,551,-1,45,-994
2023-12-28 03:27:20,4971,4980,5908,822,1650,1485,1385,521,-1,46,-937
2023-12-28 03:17:30,4969,4980,6004,839,1686,1535,1388,511,-1,46,-1036
2023-12-28 03:07:40,5005,4980,6044,846,1705,1567,1388,494,-1,46,-1039
2023-12-28 02:58:10,4979,5025,5854,819,1654,1492,1383,463,-1,45,-875
2023-12-28 02:48:10,4971,5025,5820,816,1655,1496,1385,426,-1,44,-849
2023-12-28 02:38:10,5004,5025,5833,821,1680,1519,1385,383,-1,46,-829
2023-12-28 02:28:20,5010,5025,5870,838,1701,1570,1389,329,-1,46,-860
2023-12-28 02:18:30,5066,5025,5901,859,1732,1609,1387,270,-1,45,-835
2023-12-28 02:08:40,5067,5025,5884,856,1736,1620,1384,242,-1,46,-817
2023-12-28 01:59:10,5081,5162,5831,847,1720,1600,1388,232,-1,45,-750
2023-12-28 01:49:10,5082,5162,5819,862,1713,1599,1384,217,-1,45,-737
2023-12-28 01:39:10,5183,5162,5839,863,1731,1622,1384,195,-1,45,-656
2023-12-28 01:29:20,5140,5162,5831,863,1741,1618,1384,182,-1,44,-691
2023-12-28 01:19:30,5196,5162,5884,869,1759,1646,1384,183,-1,43,-688
2023-12-28 01:09:40,5242,5162,5960,876,1777,1692,1382,189,-1,43,-719
2023-12-28 01:00:10,5280,5162,5709,854,1727,1511,1382,192,-1,44,-429
2023-12-28 00:50:10,5298,5361,5620,843,1708,1456,1379,190,-1,44,-321
2023-12-28 00:40:10,5350,5361,5687,847,1722,1498,1381,195,-1,45,-337
2023-12-28 00:30:20,5412,5361,5752,849,1722,1555,1387,196,-1,45,-341
2023-12-28 00:20:30,5385,5361,5798,861,1739,1590,1381,183,-1,44,-412
2023-12-28 00:10:40,5440,5361,5817,861,1742,1618,1384,166,-1,43,-378
2023-12-28 00:00:10,5465,5361,6040,817,1735,1913,1379,152,-1,45,-575
2023-12-27 23:50:10,5504,5639,6289,847,1762,2101,1380,157,-1,44,-786
2023-12-27 23:40:11,5583,5639,6344,876,1773,2131,1371,149,-1,45,-761
2023-12-27 23:30:21,5610,5639,6379,892,1771,2156,1370,148,-1,43,-770
2023-12-27 23:20:31,5673,5639,6486,924,1777,2218,1373,154,-1,42,-812
2023-12-27 23:10:10,5752,5639,6530,929,1790,2242,1369,157,-1,45,-778
2023-12-27 23:00:10,5824,5639,6543,917,1769,2278,1367,168,-1,45,-718
2023-12-27 22:50:10,5879,6003,6638,922,1775,2361,1364,174,-1,44,-759
2023-12-27 22:40:12,5947,6003,6665,915,1781,2389,1367,169,-1,45,-718
2023-12-27 22:30:22,5978,6003,6683,915,1786,2391,1363,184,-1,45,-704
2023-12-27 22:20:32,6084,6003,6719,916,1792,2405,1366,197,-1,44,-635
2023-12-27 22:10:10,6167,6003,6783,916,1803,2443,1364,211,-1,45,-617
2023-12-27 22:00:10,6208,6003,6776,910,1779,2454,1364,226,-1,44,-569
2023-12-27 21:50:10,6310,6387,6845,911,1780,2520,1364,227,-1,44,-535
2023-12-27 21:40:13,6325,6387,6851,909,1782,2538,1367,212,-1,44,-526
2023-12-27 21:30:23,6352,6387,6890,916,1794,2548,1368,220,-1,44,-538
2023-12-27 21:20:33,6452,6387,6902,909,1795,2552,1368,234,-1,44,-449
2023-12-27 21:10:10,6486,6387,6914,914,1795,2554,1364,245,-1,43,-428
2023-12-27 21:00:10,6511,6387,6966,911,1806,2570,1365,271,-1,43,-455
2023-12-27 20:50:10,6632,6637,6942,904,1792,2509,1362,322,3,45,-311
2023-12-27 20:40:14,6623,6637,6968,905,1788,2506,1367,355,-1,44,-344
2023-12-27 20:30:24,6603,6637,6980,911,1787,2503,1366,366,-1,44,-377
2023-12-27 20:20:34,6662,6637,7086,930,1809,2581,1364,360,-1,43,-424
2023-12-27 20:10:10,6694,6637,7053,918,1793,2560,1365,374,-1,44,-359
2023-12-27 20:00:10,6680,6637,7055,912,1786,2563,1364,386,-1,44,-375
2023-12-27 19:50:10,6720,6730,7060,915,1785,2566,1365,385,-1,45,-340
2023-12-27 19:40:15,6779,6730,7031,902,1786,2545,1368,386,-1,45,-252
2023-12-27 19:30:25,6713,6730,7024,896,1775,2549,1368,394,-1,43,-311
2023-12-27 19:20:35,6740,6730,7060,909,1779,2572,1367,389,-1,45,-319
2023-12-27 19:10:10,6735,6730,7043,906,1775,2570,1366,382,-1,45,-308
2023-12-27 19:00:10,6738,6730,7089,922,1781,2587,1363,392,-1,45,-351
2023-12-27 18:50:10,6799,6800,7111,928,1788,2596,1366,390,-1,44,-312
2023-12-27 18:40:16,6785,6800,7088,918,1779,2577,1363,408,-1,45,-303
2023-12-27 18:30:26,6805,6800,7118,920,1784,2583,1366,422,-1,45,-314
2023-12-27 18:20:36,6790,6800,7063,916,1772,2560,1369,404,-1,44,-274
2023-12-27 18:10:10,6823,6800,7053,887,1776,2579,1372,395,-1,45,-231
2023-12-27 18:00:10,6834,6800,6954,869,1776,2525,1373,367,-1,44,-119
2023-12-27 17:50:10,6802,6731,6767,863,1766,2396,1358,339,-1,45,35
2023-12-27 17:40:17,6797,6731,6727,862,1763,2409,1334,313,1,44,70
2023-12-27 17:30:27,6777,6731,6734,857,1760,2407,1331,332,1,45,43
2023-12-27 17:20:37,6718,6731,6736,858,1755,2400,1325,353,1,45,-18
2023-12-27 17:10:11,6603,6731,6654,843,1746,2333,1329,358,1,45,-51
2023-12-27 17:00:11,6493,6731,6733,862,1756,2389,1327,352,3,44,-240
2023-12-27 16:50:11,6362,6195,6718,870,1752,2372,1328,346,5,46,-356
2023-12-27 16:40:18,6244,6195,6639,872,1760,2279,1322,356,7,44,-395
2023-12-27 16:30:28,6168,6195,6586,872,1750,2211,1321,367,21,45,-418
2023-12-27 16:20:38,6144,6195,6497,852,1740,2135,1326,362,39,44,-354
2023-12-27 16:10:10,6034,6195,6411,850,1738,2036,1337,341,64,45,-376
2023-12-27 16:00:10,5986,6195,6464,860,1704,2045,1366,331,112,46,-478
2023-12-27 15:50:10,5962,5817,6482,861,1718,2009,1364,342,142,45,-520
2023-12-27 15:40:19,5850,5817,6501,863,1716,2001,1366,345,166,43,-651
2023-12-27 15:30:01,5791,5817,6518,856,1708,1984,1367,345,215,43,-727
2023-12-27 15:19:40,5732,5817,6535,848,1700,1970,1367,345,263,43,-803
2023-12-27 15:10:10,5713,5817,6540,854,1687,1953,1345,358,307,36,-827
2023-12-27 15:00:10,5647,5817,6626,848,1696,1982,1330,367,363,37,-979
2023-12-27 14:50:10,5607,5592,6709,866,1698,1977,1331,395,405,33,-1102
2023-12-27 14:40:20,5625,5592,6779,853,1700,1991,1331,420,451,33,-1154
2023-12-27 14:30:30,5558,5592,6804,849,1697,1983,1329,433,478,34,-1246
2023-12-27 14:20:40,5564,5592,6850,855,1691,1951,1325,463,527,38,-1286
2023-12-27 14:11:10,5546,5592,6810,842,1679,1927,1329,438,549,44,-1264
2023-12-27 14:01:10,5495,5592,6820,842,1676,1935,1333,428,563,44,-1326
2023-12-27 13:51:10,5531,5509,6892,852,1692,1929,1363,413,600,43,-1362
2023-12-27 13:41:20,5507,5509,6859,840,1682,1922,1364,388,619,43,-1352
